3;1;5.218;3.8818430000000017e-5
3;2;7.07;2.830852799999997e-5
3;3;7.796;3.752911199999997e-5
4;1;10.258;3.9882589e-5
4;2;13.712;5.395403699999999e-5
4;3;15.368;6.451136499999998e-5
4;4;15.82;7.892174100000002e-5
5;1;20.385;0.00011308601899999995
5;2;27.112;0.0001501772439999999
5;3;30.346;0.0002049604739999999
5;4;31.485;0.00023933646300000014
5;5;31.842;0.0002606338640000001
6;1;40.56;0.0003119620830000002
6;2;54.048;0.0005334408900000002
6;3;60.445;0.0007441032829999998
6;4;62.85;0.000882096654000001
6;5;63.641;0.0009831767790000015
6;6;63.88;0.0010851944570000006
7;1;81.103;0.0010106993530000004
7;2;107.467;0.0018817046860000002
7;3;120.441;0.002741574396000003
7;4;125.627;0.003406816047
7;5;127.145;0.003918996471999993
7;6;127.701;0.004286715461999997
7;7;127.899;0.004639647993999999
8;1;161.896;0.004989047078000001
8;2;215.206;0.009340590823
8;3;240.734;0.012858214516000015
8;4;250.836;0.015624923822999974
8;5;254.29;0.017518688495999985
8;6;255.389;0.019261195670999993
8;7;255.78;0.020756204825999994
8;8;255.913;0.022212389768000024
9;1;324.154;0.021974536489999974
9;2;429.425;0.04176479103599997
9;3;481.081;0.05759693783199997
9;4;501.279;0.069003973675
9;5;508.443;0.07679929030500005
9;6;510.772;0.08333838253099998
9;7;511.555;0.089918584092
9;8;511.832;0.09593997510999996
9;9;511.951;0.10097981128099999
10;1;647.306;0.10505429972199998
10;2;858.559;0.18887187444899992
10;3;962.276;0.24987822646900001
10;4;1002.863;0.2936529644559997
10;5;1016.665;0.32504656075899985
10;6;1021.409;0.3499576518670001
10;7;1023.019;0.37187200138500004
10;8;1023.66;0.3931788240840001
10;9;1023.884;0.4097146179850002
10;10;1023.956;0.5532031834810002
