1;1.512;1.0;5.022865999999996e-6
2;3.699;2.0;1.200592299999999e-5
3;8.809;4.748;1.3634648000000005e-5
4;25.548;11.146;1.7527652000000017e-5
5;66.66;26.146;5.456819800000002e-5
6;167.781;48.131;0.00016607586799999966
7;396.079;93.765;0.0006288822389999991
8;917.811;154.509;0.0021790242690000023
9;2066.21;277.741;0.008138935134999995
10;4622.104;431.431;0.027288742251999974
11;10159.94;738.758;0.10354547813699987
12;22228.106;1104.444;0.3432468382930001
13;48184.959;1837.279;1.2869057224229998
14;104117.401;2687.169;4.2145594339670005
15;222497.61;4358.42;15.220455330260003
16;488969.54;6470.67;63.03882930422001

